,model,gene_id,locus,alleles,markerID,annotation,n_cases,n_controls,heritability,trait_type,phenocode,pheno_sex,coding,n_cases_defined,n_cases_both_sexes,n_cases_females,n_cases_males,description,description_more,coding_description,category,AC,AF,BETA,SE,AF.Cases,AF.Controls,Pvalue,AC_calstat,AF_calstat
1916,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.069118,3,25783,1,,20861,21402,10919,9942,Volume of grey matter in Frontal Pole (right),Volume of grey matter in Right Frontal Pole,,124.0,1,2.7491e-05,-0.58624,0.86411,,,0.4975,5.0,6.331839019324773e-06
1917,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.082869,3,25784,1,,20861,21402,10919,9942,Volume of grey matter in Insular Cortex (left),Volume of grey matter in Left Insular Cortex,,124.0,1,2.7491e-05,-0.99501,0.88536,,,0.26108,5.0,6.331839019324773e-06
1918,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.085001,3,25785,1,,20861,21402,10919,9942,Volume of grey matter in Insular Cortex (right),Volume of grey matter in Right Insular Cortex,,124.0,1,2.7491e-05,-1.1408,0.88483,,,0.1973,5.0,6.331839019324773e-06
1919,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.043909,3,25786,1,,20861,21402,10919,9942,Volume of grey matter in Superior Frontal Gyrus (left),Volume of grey matter in Left Superior Frontal Gyrus,,124.0,1,2.7491e-05,-0.24857,0.9484,,,0.79325,5.0,6.331839019324773e-06
1920,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.027903,3,25787,1,,20861,21402,10919,9942,Volume of grey matter in Superior Frontal Gyrus (right),Volume of grey matter in Right Superior Frontal Gyrus,,124.0,1,2.7491e-05,-0.30893,0.95034,,,0.74513,5.0,6.331839019324773e-06
1921,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.056176,3,25788,1,,20861,21402,10919,9942,Volume of grey matter in Middle Frontal Gyrus (left),Volume of grey matter in Left Middle Frontal Gyrus,,124.0,1,2.7491e-05,-1.2469,0.94976,,,0.18922,5.0,6.331839019324773e-06
1922,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.04704,3,25789,1,,20861,21402,10919,9942,Volume of grey matter in Middle Frontal Gyrus (right),Volume of grey matter in Right Middle Frontal Gyrus,,124.0,1,2.7491e-05,-1.7942,0.94866,,,0.058591,5.0,6.331839019324773e-06
1923,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.038984,3,25790,1,,20861,21402,10919,9942,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)","Volume of grey matter in Left Inferior Frontal Gyrus, pars triangularis",,124.0,1,2.7491e-05,-0.30554,0.96733,,,0.75211,5.0,6.331839019324773e-06
1924,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.027696,3,25791,1,,20861,21402,10919,9942,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)","Volume of grey matter in Right Inferior Frontal Gyrus, pars triangularis",,124.0,1,2.7491e-05,-0.31355,0.9654,,,0.74534,5.0,6.331839019324773e-06
1925,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.0,3,25792,1,,20861,21402,10919,9942,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)","Volume of grey matter in Left Inferior Frontal Gyrus, pars opercularis",,124.0,1,2.7491e-05,-0.74688,0.95289,,,0.43315,5.0,6.331839019324773e-06
1926,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.022647,3,25793,1,,20861,21402,10919,9942,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)","Volume of grey matter in Right Inferior Frontal Gyrus, pars opercularis",,124.0,1,2.7491e-05,-1.5352,0.96822,,,0.11283,5.0,6.331839019324773e-06
1927,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.05648,3,25794,1,,20861,21402,10919,9942,Volume of grey matter in Precentral Gyrus (left),Volume of grey matter in Left Precentral Gyrus,,124.0,1,2.7491e-05,0.40794,0.91,,,0.65394,5.0,6.331839019324773e-06
1928,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.050485,3,25795,1,,20861,21402,10919,9942,Volume of grey matter in Precentral Gyrus (right),Volume of grey matter in Right Precentral Gyrus,,124.0,1,2.7491e-05,-0.49678,0.9097,,,0.585,5.0,6.331839019324773e-06
1929,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.053548,3,25796,1,,20861,21402,10919,9942,Volume of grey matter in Temporal Pole (left),Volume of grey matter in Left Temporal Pole,,124.0,1,2.7491e-05,-1.158,0.88761,,,0.19202,5.0,6.331839019324773e-06
1930,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.056883,3,25797,1,,20861,21402,10919,9942,Volume of grey matter in Temporal Pole (right),Volume of grey matter in Right Temporal Pole,,124.0,1,2.7491e-05,-0.63058,0.89733,,,0.48223,5.0,6.331839019324773e-06
1931,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.029362,3,25798,1,,20861,21402,10919,9942,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)","Volume of grey matter in Left Superior Temporal Gyrus, anterior division",,124.0,1,2.7491e-05,-0.67519,0.94446,,,0.47467,5.0,6.331839019324773e-06
1932,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.03579,3,25799,1,,20861,21402,10919,9942,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)","Volume of grey matter in Right Superior Temporal Gyrus, anterior division",,124.0,1,2.7491e-05,-0.55347,0.95242,,,0.56116,5.0,6.331839019324773e-06
1933,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.049689,3,25800,1,,20861,21402,10919,9942,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)","Volume of grey matter in Left Superior Temporal Gyrus, posterior division",,124.0,1,2.7491e-05,1.3965,0.94129,,,0.13792,5.0,6.331839019324773e-06
1934,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.044137,3,25801,1,,20861,21402,10919,9942,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)","Volume of grey matter in Right Superior Temporal Gyrus, posterior division",,124.0,1,2.7491e-05,-0.72326,0.93302,,,0.43823,5.0,6.331839019324773e-06
1935,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.037034,3,25802,1,,20861,21402,10919,9942,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)","Volume of grey matter in Left Middle Temporal Gyrus, anterior division",,124.0,1,2.7491e-05,-1.6905,0.92824,,,0.068579,5.0,6.331839019324773e-06
1936,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.038684,3,25803,1,,20861,21402,10919,9942,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)","Volume of grey matter in Right Middle Temporal Gyrus, anterior division",,124.0,1,2.7491e-05,1.1848,0.94906,,,0.21189,5.0,6.331839019324773e-06
1937,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.05228,3,25804,1,,20861,21402,10919,9942,"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)","Volume of grey matter in Left Middle Temporal Gyrus, posterior division",,124.0,1,2.7491e-05,0.12799,0.93536,,,0.89116,5.0,6.331839019324773e-06
1938,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.035794,3,25805,1,,20861,21402,10919,9942,"Volume of grey matter in Middle Temporal Gyrus, posterior division (right)","Volume of grey matter in Right Middle Temporal Gyrus, posterior division",,124.0,1,2.7491e-05,-0.73648,0.94291,,,0.43476,5.0,6.331839019324773e-06
1939,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.028398,3,25806,1,,20861,21402,10919,9942,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)","Volume of grey matter in Left Middle Temporal Gyrus, temporooccipital part",,124.0,1,2.7491e-05,-1.7776,0.98385,,,0.070791,5.0,6.331839019324773e-06
1940,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.033499,3,25807,1,,20861,21402,10919,9942,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right)","Volume of grey matter in Right Middle Temporal Gyrus, temporooccipital part",,124.0,1,2.7491e-05,-2.182,0.9402,,,0.020297,5.0,6.331839019324773e-06
1941,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.040976,3,25808,1,,20861,21402,10919,9942,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (left)","Volume of grey matter in Left Inferior Temporal Gyrus, anterior division",,124.0,1,2.7491e-05,-1.0405,0.94864,,,0.27273,5.0,6.331839019324773e-06
1942,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.041152,3,25809,1,,20861,21402,10919,9942,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (right)","Volume of grey matter in Right Inferior Temporal Gyrus, anterior division",,124.0,1,2.7491e-05,-0.0029797,0.9499,,,0.9975,5.0,6.331839019324773e-06
1943,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.044691,3,25810,1,,20861,21402,10919,9942,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (left)","Volume of grey matter in Left Inferior Temporal Gyrus, posterior division",,124.0,1,2.7491e-05,0.40077,0.93925,,,0.66961,5.0,6.331839019324773e-06
1944,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.046795,3,25811,1,,20861,21402,10919,9942,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (right)","Volume of grey matter in Right Inferior Temporal Gyrus, posterior division",,124.0,1,2.7491e-05,0.57175,0.94833,,,0.54658,5.0,6.331839019324773e-06
1945,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.035754,3,25812,1,,20861,21402,10919,9942,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left)","Volume of grey matter in Left Inferior Temporal Gyrus, temporooccipital part",,124.0,1,2.7491e-05,-0.4408,0.95672,,,0.64499,5.0,6.331839019324773e-06
1946,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.044766,3,25813,1,,20861,21402,10919,9942,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (right)","Volume of grey matter in Right Inferior Temporal Gyrus, temporooccipital part",,124.0,1,2.7491e-05,-0.2264,0.92232,,,0.8061,5.0,6.331839019324773e-06
1947,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.056729,3,25814,1,,20861,21402,10919,9942,Volume of grey matter in Postcentral Gyrus (left),Volume of grey matter in Left Postcentral Gyrus,,124.0,1,2.7491e-05,-0.8127,0.94212,,,0.38834,5.0,6.331839019324773e-06
1948,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.037741,3,25815,1,,20861,21402,10919,9942,Volume of grey matter in Postcentral Gyrus (right),Volume of grey matter in Right Postcentral Gyrus,,124.0,1,2.7491e-05,-0.8745,0.94351,,,0.354,5.0,6.331839019324773e-06
1949,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.028199,3,25816,1,,20861,21402,10919,9942,Volume of grey matter in Superior Parietal Lobule (left),Volume of grey matter in Left Superior Parietal Lobule,,124.0,1,2.7491e-05,0.97143,0.96979,,,0.3165,5.0,6.331839019324773e-06
1950,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.037205,3,25817,1,,20861,21402,10919,9942,Volume of grey matter in Superior Parietal Lobule (right),Volume of grey matter in Right Superior Parietal Lobule,,124.0,1,2.7491e-05,-1.8351,0.9716,,,0.058934,5.0,6.331839019324773e-06
1951,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.025116,3,25818,1,,20861,21402,10919,9942,"Volume of grey matter in Supramarginal Gyrus, anterior division (left)","Volume of grey matter in Left Supramarginal Gyrus, anterior division",,124.0,1,2.7491e-05,0.4794,0.97823,,,0.62408,5.0,6.331839019324773e-06
1952,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.026298,3,25819,1,,20861,21402,10919,9942,"Volume of grey matter in Supramarginal Gyrus, anterior division (right)","Volume of grey matter in Right Supramarginal Gyrus, anterior division",,124.0,1,2.7491e-05,-1.6411,0.98303,,,0.095037,5.0,6.331839019324773e-06
1953,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.0,3,25820,1,,20861,21402,10919,9942,"Volume of grey matter in Supramarginal Gyrus, posterior division (left)","Volume of grey matter in Left Supramarginal Gyrus, posterior division",,124.0,1,2.7491e-05,-1.296,0.95666,,,0.1755,5.0,6.331839019324773e-06
1954,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.026859,3,25821,1,,20861,21402,10919,9942,"Volume of grey matter in Supramarginal Gyrus, posterior division (right)","Volume of grey matter in Right Supramarginal Gyrus, posterior division",,124.0,1,2.7491e-05,-1.4275,0.95759,,,0.13603,5.0,6.331839019324773e-06
1955,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.043016,3,25822,1,,20861,21402,10919,9942,Volume of grey matter in Angular Gyrus (left),Volume of grey matter in Left Angular Gyrus,,124.0,1,2.7491e-05,-1.2053,0.9745,,,0.21614,5.0,6.331839019324773e-06
1956,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.031237,3,25823,1,,20861,21402,10919,9942,Volume of grey matter in Angular Gyrus (right),Volume of grey matter in Right Angular Gyrus,,124.0,1,2.7491e-05,-0.45924,0.95603,,,0.63097,5.0,6.331839019324773e-06
1957,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.044082,3,25824,1,,20861,21402,10919,9942,"Volume of grey matter in Lateral Occipital Cortex, superior division (left)","Volume of grey matter in Left Lateral Occipital Cortex, superior division",,124.0,1,2.7491e-05,-1.5596,0.94741,,,0.099722,5.0,6.331839019324773e-06
1958,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.060024,3,25825,1,,20861,21402,10919,9942,"Volume of grey matter in Lateral Occipital Cortex, superior division (right)","Volume of grey matter in Right Lateral Occipital Cortex, superior division",,124.0,1,2.7491e-05,-0.16953,0.92615,,,0.85476,5.0,6.331839019324773e-06
1959,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.043179,3,25826,1,,20861,21402,10919,9942,"Volume of grey matter in Lateral Occipital Cortex, inferior division (left)","Volume of grey matter in Left Lateral Occipital Cortex, inferior division",,124.0,1,2.7491e-05,0.44369,0.95251,,,0.64135,5.0,6.331839019324773e-06
1960,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.046389,3,25827,1,,20861,21402,10919,9942,"Volume of grey matter in Lateral Occipital Cortex, inferior division (right)","Volume of grey matter in Right Lateral Occipital Cortex, inferior division",,124.0,1,2.7491e-05,0.35688,0.91943,,,0.6979,5.0,6.331839019324773e-06
1961,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.065787,3,25828,1,,20861,21402,10919,9942,Volume of grey matter in Intracalcarine Cortex (left),Volume of grey matter in Left Intracalcarine Cortex,,124.0,1,2.7491e-05,0.16233,0.95553,,,0.8651,5.0,6.331839019324773e-06
1962,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.064729,3,25829,1,,20861,21402,10919,9942,Volume of grey matter in Intracalcarine Cortex (right),Volume of grey matter in Right Intracalcarine Cortex,,124.0,1,2.7491e-05,0.33789,0.95233,,,0.72274,5.0,6.331839019324773e-06
1963,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.031469,3,25830,1,,20861,21402,10919,9942,Volume of grey matter in Frontal Medial Cortex (left),Volume of grey matter in Left Frontal Medial Cortex,,124.0,1,2.7491e-05,-1.1652,0.94285,,,0.21654,5.0,6.331839019324773e-06
1964,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.025665,3,25831,1,,20861,21402,10919,9942,Volume of grey matter in Frontal Medial Cortex (right),Volume of grey matter in Right Frontal Medial Cortex,,124.0,1,2.7491e-05,-1.6097,0.94995,,,0.090162,5.0,6.331839019324773e-06
1965,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.032242,3,25832,1,,20861,21402,10919,9942,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left),Volume of grey matter in Left Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),,124.0,1,2.7491e-05,1.4848,0.96515,,,0.12395,5.0,6.331839019324773e-06
1966,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.033604,3,25833,1,,20861,21402,10919,9942,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),Volume of grey matter in Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),,124.0,1,2.7491e-05,1.2997,0.95945,,,0.17553,5.0,6.331839019324773e-06
1967,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.072299,3,25834,1,,20861,21402,10919,9942,Volume of grey matter in Subcallosal Cortex (left),Volume of grey matter in Left Subcallosal Cortex,,124.0,1,2.7491e-05,-0.33352,0.90201,,,0.71157,5.0,6.331839019324773e-06
1968,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.070872,3,25835,1,,20861,21402,10919,9942,Volume of grey matter in Subcallosal Cortex (right),Volume of grey matter in Right Subcallosal Cortex,,124.0,1,2.7491e-05,-0.50567,0.90226,,,0.57517,5.0,6.331839019324773e-06
1969,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.053379,3,25836,1,,20861,21402,10919,9942,Volume of grey matter in Paracingulate Gyrus (left),Volume of grey matter in Left Paracingulate Gyrus,,124.0,1,2.7491e-05,-0.64683,0.90771,,,0.47609,5.0,6.331839019324773e-06
1970,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.04129,3,25837,1,,20861,21402,10919,9942,Volume of grey matter in Paracingulate Gyrus (right),Volume of grey matter in Right Paracingulate Gyrus,,124.0,1,2.7491e-05,-1.1234,0.91086,,,0.21744,5.0,6.331839019324773e-06
1971,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.04191,3,25838,1,,20861,21402,10919,9942,"Volume of grey matter in Cingulate Gyrus, anterior division (left)","Volume of grey matter in Left Cingulate Gyrus, anterior division",,124.0,1,2.7491e-05,-0.54402,0.96779,,,0.57403,5.0,6.331839019324773e-06
1972,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.05747,3,25839,1,,20861,21402,10919,9942,"Volume of grey matter in Cingulate Gyrus, anterior division (right)","Volume of grey matter in Right Cingulate Gyrus, anterior division",,124.0,1,2.7491e-05,-0.26653,0.96528,,,0.78246,5.0,6.331839019324773e-06
1973,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.051231,3,25840,1,,20861,21402,10919,9942,"Volume of grey matter in Cingulate Gyrus, posterior division (left)","Volume of grey matter in Left Cingulate Gyrus, posterior division",,124.0,1,2.7491e-05,0.0090128,0.87523,,,0.99178,5.0,6.331839019324773e-06
1974,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.043585,3,25841,1,,20861,21402,10919,9942,"Volume of grey matter in Cingulate Gyrus, posterior division (right)","Volume of grey matter in Right Cingulate Gyrus, posterior division",,124.0,1,2.7491e-05,0.65212,0.8848,,,0.46111,5.0,6.331839019324773e-06
1975,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.06486,3,25842,1,,20861,21402,10919,9942,Volume of grey matter in Precuneous Cortex (left),Volume of grey matter in Left Precuneous Cortex,,124.0,1,2.7491e-05,0.34304,0.90765,,,0.70547,5.0,6.331839019324773e-06
1976,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.062448,3,25843,1,,20861,21402,10919,9942,Volume of grey matter in Precuneous Cortex (right),Volume of grey matter in Right Precuneous Cortex,,124.0,1,2.7491e-05,-0.049421,0.90842,,,0.95661,5.0,6.331839019324773e-06
1977,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.037156,3,25844,1,,20861,21402,10919,9942,Volume of grey matter in Cuneal Cortex (left),Volume of grey matter in Left Cuneal Cortex,,124.0,1,2.7491e-05,-0.67538,0.95639,,,0.48008,5.0,6.331839019324773e-06
1978,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.036218,3,25845,1,,20861,21402,10919,9942,Volume of grey matter in Cuneal Cortex (right),Volume of grey matter in Right Cuneal Cortex,,124.0,1,2.7491e-05,0.030951,0.94017,,,0.97374,5.0,6.331839019324773e-06
1979,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.053279,3,25846,1,,20861,21402,10919,9942,Volume of grey matter in Frontal Orbital Cortex (left),Volume of grey matter in Left Frontal Orbital Cortex,,124.0,1,2.7491e-05,-0.91415,0.8726,,,0.29482,5.0,6.331839019324773e-06
1980,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.0538,3,25847,1,,20861,21402,10919,9942,Volume of grey matter in Frontal Orbital Cortex (right),Volume of grey matter in Right Frontal Orbital Cortex,,124.0,1,2.7491e-05,-0.60277,0.88354,,,0.4951,5.0,6.331839019324773e-06
1981,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.049018,3,25848,1,,20861,21402,10919,9942,"Volume of grey matter in Parahippocampal Gyrus, anterior division (left)","Volume of grey matter in Left Parahippocampal Gyrus, anterior division",,124.0,1,2.7491e-05,-0.51712,0.89894,,,0.56512,5.0,6.331839019324773e-06
1982,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.049386,3,25849,1,,20861,21402,10919,9942,"Volume of grey matter in Parahippocampal Gyrus, anterior division (right)","Volume of grey matter in Right Parahippocampal Gyrus, anterior division",,124.0,1,2.7491e-05,-0.34074,0.89409,,,0.70312,5.0,6.331839019324773e-06
1983,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.054559,3,25850,1,,20861,21402,10919,9942,"Volume of grey matter in Parahippocampal Gyrus, posterior division (left)","Volume of grey matter in Left Parahippocampal Gyrus, posterior division",,124.0,1,2.7491e-05,-1.3172,0.94394,,,0.16288,5.0,6.331839019324773e-06
1984,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.04827,3,25851,1,,20861,21402,10919,9942,"Volume of grey matter in Parahippocampal Gyrus, posterior division (right)","Volume of grey matter in Right Parahippocampal Gyrus, posterior division",,124.0,1,2.7491e-05,-0.13298,0.95225,,,0.88894,5.0,6.331839019324773e-06
1985,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.053047,3,25852,1,,20861,21402,10919,9942,Volume of grey matter in Lingual Gyrus (left),Volume of grey matter in Left Lingual Gyrus,,124.0,1,2.7491e-05,1.1998,0.86374,,,0.16481,5.0,6.331839019324773e-06
1986,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.052749,3,25853,1,,20861,21402,10919,9942,Volume of grey matter in Lingual Gyrus (right),Volume of grey matter in Right Lingual Gyrus,,124.0,1,2.7491e-05,0.20435,0.86732,,,0.81373,5.0,6.331839019324773e-06
1987,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.038409,3,25854,1,,20861,21402,10919,9942,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)","Volume of grey matter in Left Temporal Fusiform Cortex, anterior division",,124.0,1,2.7491e-05,-0.13406,0.92176,,,0.88437,5.0,6.331839019324773e-06
1988,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.037273,3,25855,1,,20861,21402,10919,9942,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (right)","Volume of grey matter in Right Temporal Fusiform Cortex, anterior division",,124.0,1,2.7491e-05,0.37776,0.91315,,,0.6791,5.0,6.331839019324773e-06
1989,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.061385,3,25856,1,,20861,21402,10919,9942,"Volume of grey matter in Temporal Fusiform Cortex, posterior division (left)","Volume of grey matter in Left Temporal Fusiform Cortex, posterior division",,124.0,1,2.7491e-05,0.11352,0.89878,,,0.89949,5.0,6.331839019324773e-06
