model;pk;GeneName;GeneID;EntryName;ProteinName
drug.Protein;P63261;ACTG1;ENSG00000184009;P63261;Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]
drug.Protein;P10809;HSPD1;ENSG00000144381;P10809;60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)
drug.Protein;P48723;HSPA13;ENSG00000155304;P48723;Heat shock 70 kDa protein 13 (Microsomal stress-70 protein ATPase core) (Stress-70 protein chaperone microsome-associated 60 kDa protein)
drug.Protein;P15880;RPS2;ENSG00000140988;P15880;40S ribosomal protein S2 (40S ribosomal protein S4) (Protein LLRep3) (Small ribosomal subunit protein uS5)
drug.Protein;Q07955;SRSF1;ENSG00000136450;Q07955;Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)
drug.Protein;P22626;HNRNPA2B1;ENSG00000122566;P22626;Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)
drug.Protein;P31943;HNRNPH1;ENSG00000169045;P31943;Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]
drug.Protein;P31942;HNRNPH3;ENSG00000096746;P31942;Heterogeneous nuclear ribonucleoprotein H3 (hnRNP H3) (Heterogeneous nuclear ribonucleoprotein 2H9) (hnRNP 2H9)
drug.Protein;P14866;HNRNPL;ENSG00000104824;P14866;Heterogeneous nuclear ribonucleoprotein L (hnRNP L)
drug.Protein;P23246;SFPQ;ENSG00000116560;P23246;Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)
drug.Protein;Q15428;SF3A2;ENSG00000104897;Q15428;Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62)
drug.Protein;P63244;RACK1;ENSG00000204628;P63244;Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Small ribosomal subunit protein RACK1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]
drug.Protein;P29401;TKT;ENSG00000163931;P29401;Transketolase (TK) (EC 2.2.1.1)
drug.Protein;P31948;STIP1;ENSG00000168439;P31948;Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)
drug.Protein;Q96RE1;;;;
drug.Protein;P56537;EIF6;ENSG00000242372;P56537;Eukaryotic translation initiation factor 6 (eIF-6) (B(2)GCN homolog) (B4 integrin interactor) (CAB) (p27(BBP))
drug.Protein;P60842;EIF4A1;ENSG00000161960;P60842;Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)
drug.Protein;P31946;YWHAB;ENSG00000166913;P31946;14-3-3 protein beta/alpha (Protein 1054) (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]
drug.Protein;P51858;HDGF;ENSG00000143321;P51858;Hepatoma-derived growth factor (HDGF) (High mobility group protein 1-like 2) (HMG-1L2)
drug.Protein;O00299;CLIC1;ENSG00000213719;O00299;Chloride intracellular channel protein 1 (Chloride channel ABP) (Nuclear chloride ion channel 27) (NCC27) (Regulatory nuclear chloride ion channel protein) (hRNCC)
drug.Protein;Q06323;PSME1;ENSG00000092010;Q06323;Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)
drug.Protein;P30086;PEBP1;ENSG00000089220;P30086;Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)]
drug.Protein;P18669;PGAM1;ENSG00000171314;P18669;Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)
drug.Protein;P43487;RANBP1;ENSG00000099901;P43487;Ran-specific GTPase-activating protein (Ran-binding protein 1) (RanBP1)
drug.Protein;O75880;SCO1;ENSG00000133028;O75880;Protein SCO1 homolog, mitochondrial
drug.Protein;F7VJQ1;PRNP;ENSG00000171867;F7VJQ1;Alternative prion protein (AltPrP)
drug.Protein;P42858;HTT;ENSG00000197386;P42858;Huntingtin (Huntington disease protein) (HD protein) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]
drug.Protein;Q6MZM0;HEPHL1;ENSG00000181333;Q6MZM0;Ferroxidase HEPHL1 (EC 1.16.3.1) (Hephaestin-like protein 1)
drug.Protein;Q99497;PARK7;ENSG00000116288;Q99497;Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-, EC 3.5.1.-, EC 3.5.1.124)
drug.Protein;P10997;IAPP;ENSG00000121351;P10997;Islet amyloid polypeptide (Amylin) (Diabetes-associated peptide) (DAP) (Insulinoma amyloid peptide)
drug.Protein;Q9UHF0;TAC3;ENSG00000166863;Q9UHF0;Tachykinin-3 (ZNEUROK1) [Cleaved into: Neurokinin-B (NKB) (Neuromedin-K)]
drug.Protein;P43652;AFM;ENSG00000079557;P43652;Afamin (Alpha-albumin) (Alpha-Alb)
drug.Protein;P02655;APOC2;ENSG00000234906;P02655;Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)]
drug.Protein;P02656;APOC3;ENSG00000110245;P02656;Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3)
drug.Protein;P02748;C9;ENSG00000113600;P02748;"Complement component C9 [Cleaved into: Complement component C9a; Complement component C9b]"
drug.Protein;P45973;CBX5;ENSG00000094916;P45973;Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha)
drug.Protein;P01861;IGHG4;ENSG00000211892;P01861;Immunoglobulin heavy constant gamma 4 (Ig gamma-4 chain C region)
drug.Protein;P15814;IGLL1;ENSG00000128322;P15814;Immunoglobulin lambda-like polypeptide 1 (CD179 antigen-like family member B) (Ig lambda-5) (Immunoglobulin omega polypeptide) (Immunoglobulin-related protein 14.1) (CD antigen CD179b)
drug.Protein;P02750;LRG1;ENSG00000171236;P02750;Leucine-rich alpha-2-glycoprotein (LRG)
drug.Protein;P51884;LUM;ENSG00000139329;P51884;Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican)
drug.Protein;P36955;SERPINF1;ENSG00000132386;P36955;Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)
drug.Protein;Q14061;COX17;ENSG00000138495;Q14061;Cytochrome c oxidase copper chaperone
drug.Protein;Q9BQS7;HEPH;ENSG00000089472;Q9BQS7;Hephaestin (EC 1.-.-.-)
drug.Protein;P03950;ANG;ENSG00000214274;P03950;Angiogenin (EC 3.1.27.-) (Ribonuclease 5) (RNase 5)
drug.Protein;P04080;CSTB;ENSG00000160213;P04080;Cystatin-B (CPI-B) (Liver thiol proteinase inhibitor) (Stefin-B)
drug.Protein;Q9Y5S8;NOX1;ENSG00000007952;Q9Y5S8;NADPH oxidase 1 (NOX-1) (EC 1.-.-.-) (Mitogenic oxidase 1) (MOX-1) (NADH/NADPH mitogenic oxidase subunit P65-MOX) (NOH-1)
drug.Protein;Q9BQT8;SLC25A21;ENSG00000183032;Q9BQT8;Mitochondrial 2-oxodicarboxylate carrier (ODC) (Mitochondrial 2-oxoadipate carrier) (Solute carrier family 25 member 21)
drug.Protein;Q86YT5;SLC13A5;ENSG00000141485;Q86YT5;Solute carrier family 13 member 5 (Na(+)/citrate cotransporter) (NaCT) (Sodium-coupled citrate transporter) (Sodium-dependent citrate transporter)
drug.Protein;P53007;SLC25A1;ENSG00000100075;P53007;Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)
drug.Protein;P22897;MRC1;ENSG00000260314;P22897;Macrophage mannose receptor 1 (MMR) (C-type lectin domain family 13 member D) (C-type lectin domain family 13 member D-like) (Human mannose receptor) (hMR) (Macrophage mannose receptor 1-like protein 1) (CD antigen CD206)
drug.Protein;P39905;GDNF;ENSG00000168621;P39905;Glial cell line-derived neurotrophic factor (hGDNF) (Astrocyte-derived trophic factor) (ATF)
drug.Protein;P08236;GUSB;ENSG00000169919;P08236;Beta-glucuronidase (EC 3.2.1.31) (Beta-G1)
drug.Protein;P34059;GALNS;ENSG00000141012;P34059;N-acetylgalactosamine-6-sulfatase (EC 3.1.6.4) (Chondroitinsulfatase) (Chondroitinase) (Galactose-6-sulfate sulfatase) (GalN6S) (N-acetylgalactosamine-6-sulfate sulfatase) (GalNAc6S sulfatase)
drug.Protein;P22304;IDS;ENSG00000010404;P22304;"Iduronate 2-sulfatase (EC 3.1.6.13) (Alpha-L-iduronate sulfate sulfatase) (Idursulfase) [Cleaved into: Iduronate 2-sulfatase 42 kDa chain; Iduronate 2-sulfatase 14 kDa chain]"
drug.Protein;P35475;IDUA;ENSG00000127415;P35475;Alpha-L-iduronidase (EC 3.2.1.76)
drug.Protein;P15848;ARSB;ENSG00000113273;P15848;Arylsulfatase B (ASB) (EC 3.1.6.12) (N-acetylgalactosamine-4-sulfatase) (G4S)
drug.Protein;Q8NBP7;PCSK9;ENSG00000169174;Q8NBP7;Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)
drug.Protein;Q9UBD6;RHCG;ENSG00000140519;Q9UBD6;Ammonium transporter Rh type C (Rh glycoprotein kidney) (Rhesus blood group family type C glycoprotein) (Rh family type C glycoprotein) (Rh type C glycoprotein) (Tumor-related protein DRC2)
drug.Protein;Q9GZR5;ELOVL4;ENSG00000118402;Q9GZR5;Elongation of very long chain fatty acids protein 4 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL4) (ELOVL fatty acid elongase 4) (ELOVL FA elongase 4) (Very long chain 3-ketoacyl-CoA synthase 4) (Very long chain 3-oxoacyl-CoA synthase 4)
drug.Protein;P28907;CD38;ENSG00000004468;P28907;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPr hydrolase 1) (T10) (CD antigen CD38)
drug.Protein;P34981;TRHR;ENSG00000174417;P34981;Thyrotropin-releasing hormone receptor (TRH-R) (Thyroliberin receptor)
drug.Protein;Q8WUM9;SLC20A1;ENSG00000144136;Q8WUM9;Sodium-dependent phosphate transporter 1 (Gibbon ape leukemia virus receptor 1) (GLVR-1) (Leukemia virus receptor 1 homolog) (Phosphate transporter 1) (PiT-1) (Solute carrier family 20 member 1)
drug.Protein;Q08357;SLC20A2;ENSG00000168575;Q08357;Sodium-dependent phosphate transporter 2 (Gibbon ape leukemia virus receptor 2) (GLVR-2) (Phosphate transporter 2) (PiT-2) (Pit2) (hPit2) (Solute carrier family 20 member 2)
drug.Protein;Q06495;SLC34A1;ENSG00000131183;Q06495;Sodium-dependent phosphate transport protein 2A (Sodium-phosphate transport protein 2A) (Na(+)-dependent phosphate cotransporter 2A) (NaPi-3) (Sodium/phosphate cotransporter 2A) (Na(+)/Pi cotransporter 2A) (NaPi-2a) (Solute carrier family 34 member 1)
drug.Protein;O95436;SLC34A2;ENSG00000157765;O95436;Sodium-dependent phosphate transport protein 2B (Sodium-phosphate transport protein 2B) (Na(+)-dependent phosphate cotransporter 2B) (NaPi3b) (Sodium/phosphate cotransporter 2B) (Na(+)/Pi cotransporter 2B) (NaPi-2b) (Solute carrier family 34 member 2)
drug.Protein;Q8N130;SLC34A3;ENSG00000198569;Q8N130;Sodium-dependent phosphate transport protein 2C (Sodium-phosphate transport protein 2C) (Na(+)-dependent phosphate cotransporter 2C) (Sodium/inorganic phosphate cotransporter IIC) (Sodium/phosphate cotransporter 2C) (Na(+)/Pi cotransporter 2C) (NaPi-2c) (Solute carrier family 34 member 3)
drug.Protein;P17050;NAGA;ENSG00000198951;P17050;Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)
drug.Protein;O14520;AQP7;ENSG00000165269;O14520;Aquaporin-7 (AQP-7) (Aquaglyceroporin-7) (Aquaporin adipose) (AQPap) (Aquaporin-7-like)
drug.Protein;O43315;AQP9;ENSG00000103569;O43315;Aquaporin-9 (AQP-9) (Aquaglyceroporin-9) (Small solute channel 1)
drug.Protein;P05026;ATP1B1;ENSG00000143153;P05026;Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1)
drug.Protein;P14415;ATP1B2;ENSG00000129244;P14415;Sodium/potassium-transporting ATPase subunit beta-2 (Adhesion molecule in glia) (AMOG) (Sodium/potassium-dependent ATPase subunit beta-2)
drug.Protein;P54709;ATP1B3;ENSG00000069849;P54709;Sodium/potassium-transporting ATPase subunit beta-3 (Sodium/potassium-dependent ATPase subunit beta-3) (ATPB-3) (CD antigen CD298)
drug.Protein;Q13733;ATP1A4;ENSG00000132681;Q13733;Sodium/potassium-transporting ATPase subunit alpha-4 (Na(+)/K(+) ATPase alpha-4 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-4)
drug.Protein;Q9BX84;TRPM6;ENSG00000119121;Q9BX84;Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6)
drug.Protein;Q96GZ6;SLC41A3;ENSG00000114544;Q96GZ6;Solute carrier family 41 member 3
drug.Protein;Q9H8M5;CNNM2;ENSG00000148842;Q9H8M5;Metal transporter CNNM2 (Ancient conserved domain-containing protein 2) (Cyclin-M2)
drug.Protein;P47872;SCTR;ENSG00000080293;P47872;Secretin receptor (SCT-R)
drug.Protein;Q9UEW3;MARCO;ENSG00000019169;Q9UEW3;Macrophage receptor MARCO (Macrophage receptor with collagenous structure) (Scavenger receptor class A member 2)
drug.Protein;P37173;TGFBR2;ENSG00000163513;P37173;TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)
drug.Protein;Q9BUP3;HTATIP2;ENSG00000109854;Q9BUP3;Oxidoreductase HTATIP2 (EC 1.1.1.-) (30 kDa HIV-1 TAT-interacting protein) (HIV-1 TAT-interactive protein 2)
drug.Protein;Q99828;CIB1;ENSG00000185043;Q99828;Calcium and integrin-binding protein 1 (CIB) (Calcium- and integrin-binding protein) (CIBP) (Calmyrin) (DNA-PKcs-interacting protein) (Kinase-interacting protein) (KIP) (SNK-interacting protein 2-28) (SIP2-28)
drug.Protein;P30626;SRI;ENSG00000075142;P30626;Sorcin (22 kDa protein) (CP-22) (CP22) (V19)
drug.Protein;Q99653;CHP1;ENSG00000187446;Q99653;Calcineurin B homologous protein 1 (Calcineurin B-like protein) (Calcium-binding protein CHP) (Calcium-binding protein p22) (EF-hand calcium-binding domain-containing protein p22)
drug.Protein;P09486;SPARC;ENSG00000113140;P09486;SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine)
drug.Protein;P35556;FBN2;ENSG00000138829;P35556;Fibrillin-2 [Cleaved into: Placensin]
drug.Protein;O14958;CASQ2;ENSG00000118729;O14958;Calsequestrin-2 (Calsequestrin, cardiac muscle isoform)
drug.Protein;Q15493;RGN;ENSG00000130988;Q15493;Regucalcin (RC) (Gluconolactonase) (GNL) (EC 3.1.1.17) (Senescence marker protein 30) (SMP-30)
drug.Protein;Q9UBV8;PEF1;ENSG00000162517;Q9UBV8;Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1)
drug.Protein;P06703;S100A6;ENSG00000197956;P06703;Protein S100-A6 (Calcyclin) (Growth factor-inducible protein 2A9) (MLN 4) (Prolactin receptor-associated protein) (PRA) (S100 calcium-binding protein A6)
drug.Protein;P13693;TPT1;ENSG00000133112;P13693;Translationally-controlled tumor protein (TCTP) (Fortilin) (Histamine-releasing factor) (HRF) (p23)
drug.Protein;O75838;CIB2;ENSG00000136425;O75838;Calcium and integrin-binding family member 2 (Kinase-interacting protein 2) (KIP 2)
drug.Protein;P31415;CASQ1;ENSG00000143318;P31415;Calsequestrin-1 (Calmitine) (Calsequestrin, skeletal muscle isoform)
drug.Protein;Q02818;NUCB1;ENSG00000104805;Q02818;Nucleobindin-1 (CALNUC)
drug.Protein;P80303;NUCB2;ENSG00000070081;P80303;Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1]
drug.Protein;Q75N90;FBN3;ENSG00000142449;Q75N90;Fibrillin-3 [Cleaved into: Fibrillin-3 C-terminal peptide]
drug.Protein;P28676;GCA;ENSG00000115271;P28676;Grancalcin
drug.Protein;Q9ULU8;CADPS;ENSG00000163618;Q9ULU8;Calcium-dependent secretion activator 1 (Calcium-dependent activator protein for secretion 1) (CAPS-1)
drug.Protein;P0DP24;CALM2;ENSG00000143933;P0DP24;Calmodulin-2
drug.Protein;P0DP25;CALM3;ENSG00000160014;P0DP25;Calmodulin-3
drug.Protein;Q96FQ6;S100A16;ENSG00000188643;Q96FQ6;Protein S100-A16 (Aging-associated gene 13 protein) (Protein S100-F) (S100 calcium-binding protein A16)
drug.Protein;P22676;CALB2;ENSG00000172137;P22676;Calretinin (CR) (29 kDa calbindin)
drug.Protein;Q13938;CAPS;ENSG00000105519;Q13938;Calcyphosin (Calcyphosine)
drug.Protein;Q86UW7;CADPS2;ENSG00000081803;Q86UW7;Calcium-dependent secretion activator 2 (Calcium-dependent activator protein for secretion 2) (CAPS-2)
drug.Protein;Q96L12;CALR3;ENSG00000269058;Q96L12;Calreticulin-3 (Calreticulin-2) (Calsperin)
drug.Protein;Q9ULB1;NRXN1;ENSG00000179915;Q9ULB1;Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha)
drug.Protein;P62166;NCS1;ENSG00000107130;P62166;Neuronal calcium sensor 1 (NCS-1) (Frequenin homolog) (Frequenin-like protein) (Frequenin-like ubiquitous protein)
drug.Protein;P05937;CALB1;ENSG00000104327;P05937;Calbindin (Calbindin D28) (D-28K) (Vitamin D-dependent calcium-binding protein, avian-type)
drug.Protein;Q9H1D0;TRPV6;ENSG00000165125;Q9H1D0;Transient receptor potential cation channel subfamily V member 6 (TrpV6) (CaT-like) (CaT-L) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2)
drug.Protein;Q9NQA5;TRPV5;ENSG00000127412;Q9NQA5;Transient receptor potential cation channel subfamily V member 5 (TrpV5) (Calcium transport protein 2) (CaT2) (Epithelial calcium channel 1) (ECaC) (ECaC1) (Osm-9-like TRP channel 3) (OTRPC3)
drug.Protein;Q9P0L9;PKD2L1;ENSG00000107593;Q9P0L9;Polycystic kidney disease 2-like 1 protein (Polycystin-2 homolog) (Polycystin-2L1) (Polycystin-L) (Polycystin-L1)
drug.Protein;Q15413;RYR3;ENSG00000198838;Q15413;Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor)
drug.Protein;Q7Z443;PKD1L3;ENSG00000277481;Q7Z443;Polycystic kidney disease protein 1-like 3 (PC1-like 3 protein) (Polycystin-1L3)
drug.Protein;Q8NEC5;CATSPER1;ENSG00000175294;Q8NEC5;Cation channel sperm-associated protein 1 (CatSper1) (hCatSper)
drug.Protein;Q96RI0;F2RL3;ENSG00000127533;Q96RI0;Proteinase-activated receptor 4 (PAR-4) (Coagulation factor II receptor-like 3) (Thrombin receptor-like 3)
drug.Protein;P02679;FGG;ENSG00000171557;P02679;Fibrinogen gamma chain
drug.Protein;Q9NZQ7;CD274;ENSG00000120217;Q9NZQ7;Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (hPD-L1) (B7 homolog 1) (B7-H1) (CD antigen CD274)
drug.Protein;P20333;TNFRSF1B;ENSG00000028137;P20333;"Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b) (Etanercept) [Cleaved into: Tumor necrosis factor receptor superfamily member 1b, membrane form; Tumor necrosis factor-binding protein 2 (TBP-2) (TBPII)]"
drug.Protein;Q9H222;ABCG5;ENSG00000138075;Q9H222;ATP-binding cassette sub-family G member 5 (EC 7.6.2.-) (Sterolin-1)
drug.Protein;Q9H221;ABCG8;ENSG00000143921;Q9H221;ATP-binding cassette sub-family G member 8 (EC 7.6.2.-) (Sterolin-2)
drug.Protein;O75964;ATP5MG;ENSG00000167283;O75964;ATP synthase subunit g, mitochondrial (ATPase subunit g) (ATP synthase membrane subunit g)
drug.Protein;P48047;ATP5PO;ENSG00000241837;P48047;ATP synthase subunit O, mitochondrial (ATP synthase peripheral stalk subunit OSCP) (Oligomycin sensitivity conferral protein) (OSCP)
drug.Protein;P21291;CSRP1;ENSG00000159176;P21291;Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP) (CRP1) (Epididymis luminal protein 141) (HEL-141)
drug.Protein;Q16555;DPYSL2;ENSG00000092964;Q16555;Dihydropyrimidinase-related protein 2 (DRP-2) (Collapsin response mediator protein 2) (CRMP-2) (N2A3) (Unc-33-like phosphoprotein 2) (ULIP-2)
drug.Protein;P21333;FLNA;ENSG00000196924;P21333;Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)
drug.Protein;Q9C0B1;FTO;ENSG00000140718;Q9C0B1;Alpha-ketoglutarate-dependent dioxygenase FTO (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (EC 1.14.11.-) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (EC 1.14.11.-) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (m6A(m)-demethylase FTO) (EC 1.14.11.-) (mRNA N(6)-methyladenosine demethylase FTO) (EC 1.14.11.53) (tRNA N1-methyl adenine demethylase FTO) (EC 1.14.11.-)
drug.Protein;Q14103;HNRNPD;ENSG00000138668;Q14103;Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)
drug.Protein;P61978;HNRNPK;ENSG00000165119;P61978;Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP)
drug.Protein;Q5SSJ5;HP1BP3;ENSG00000127483;Q5SSJ5;Heterochromatin protein 1-binding protein 3 (Protein HP1-BP74)
drug.Protein;P46940;IQGAP1;ENSG00000140575;P46940;Ras GTPase-activating-like protein IQGAP1 (p195)
drug.Protein;P55786;NPEPPS;ENSG00000141279;P55786;Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)
drug.Protein;P27635;RPL10;ENSG00000147403;P27635;60S ribosomal protein L10 (Laminin receptor homolog) (Large ribosomal subunit protein uL16) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM)
drug.Protein;P50914;RPL14;ENSG00000188846;P50914;60S ribosomal protein L14 (CAG-ISL 7) (Large ribosomal subunit protein eL14)
drug.Protein;Q07020;RPL18;ENSG00000063177;Q07020;60S ribosomal protein L18 (Large ribosomal subunit protein eL18)
drug.Protein;P42766;RPL35;ENSG00000136942;P42766;60S ribosomal protein L35 (Large ribosomal subunit protein uL29)
drug.Protein;P36578;RPL4;ENSG00000174444;P36578;60S ribosomal protein L4 (60S ribosomal protein L1) (Large ribosomal subunit protein uL4)
drug.Protein;P62277;RPS13;ENSG00000110700;P62277;40S ribosomal protein S13 (Small ribosomal subunit protein uS15)
drug.Protein;P08708;RPS17;ENSG00000182774;P08708;40S ribosomal protein S17 (Small ribosomal subunit protein eS17)
drug.Protein;P62269;RPS18;ENSG00000231500;P62269;40S ribosomal protein S18 (Ke-3) (Ke3) (Small ribosomal subunit protein uS13)
drug.Protein;P39019;RPS19;ENSG00000105372;P39019;40S ribosomal protein S19 (Small ribosomal subunit protein eS19)
drug.Protein;P62857;RPS28;ENSG00000233927;P62857;40S ribosomal protein S28 (Small ribosomal subunit protein eS28)
drug.Protein;P46782;RPS5;ENSG00000083845;P46782;40S ribosomal protein S5 (Small ribosomal subunit protein uS7) [Cleaved into: 40S ribosomal protein S5, N-terminally processed]
drug.Protein;P62753;RPS6;ENSG00000137154;P62753;40S ribosomal protein S6 (Phosphoprotein NP33) (Small ribosomal subunit protein eS6)
drug.Protein;P62241;RPS8;ENSG00000142937;P62241;40S ribosomal protein S8 (Small ribosomal subunit protein eS8)
drug.Protein;P46781;RPS9;ENSG00000170889;P46781;40S ribosomal protein S9 (Small ribosomal subunit protein uS4)
drug.Protein;Q15637;SF1;ENSG00000168066;Q15637;Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)
drug.Protein;P62316;SNRPD2;ENSG00000125743;P62316;Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)
drug.Protein;P37108;SRP14;ENSG00000140319;P37108;Signal recognition particle 14 kDa protein (SRP14) (18 kDa Alu RNA-binding protein)
drug.Protein;Q08170;SRSF4;ENSG00000116350;Q08170;Serine/arginine-rich splicing factor 4 (Pre-mRNA-splicing factor SRP75) (SRP001LB) (Splicing factor, arginine/serine-rich 4)
drug.Protein;Q01995;TAGLN;ENSG00000149591;Q01995;Transgelin (22 kDa actin-binding protein) (Protein WS3-10) (Smooth muscle protein 22-alpha) (SM22-alpha)
drug.Protein;P37802;TAGLN2;ENSG00000158710;P37802;Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog)
drug.Protein;P09493;TPM1;ENSG00000140416;P09493;Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1)
drug.Protein;P08670;VIM;ENSG00000026025;P08670;Vimentin
drug.Protein;Q15942;ZYX;ENSG00000159840;Q15942;Zyxin (Zyxin-2)
